date,bs_polymarket,bs_fivethirtyeight,bs_always_50,bs_prior_day,forecast_polymarket,forecast_fivethirtyeight,forecast_always_50,forecast_prior_day
2024-04-03,0.265225,0.329348584321,0.25,0.265225,0.485,0.426111,0.5,0.485
2024-04-04,0.275625,0.33011919359999997,0.25,0.265225,0.475,0.42544,0.5,0.485
2024-04-05,0.2862249999999999,0.33017895054399987,0.25,0.275625,0.465,0.42538800000000004,0.5,0.475
2024-04-06,0.2862249999999999,0.3312716158439999,0.25,0.2862249999999999,0.465,0.42443800000000004,0.5,0.465
2024-04-07,0.2862249999999999,0.33078716988100004,0.25,0.2862249999999999,0.465,0.424859,0.5,0.465
2024-04-08,0.2862249999999999,0.33211189297224997,0.25,0.2862249999999999,0.465,0.4237085,0.5,0.465
2024-04-09,0.2862249999999999,0.332050232644,0.25,0.2862249999999999,0.465,0.42376199999999997,0.5,0.465
2024-04-10,0.2862249999999999,0.33268901126399997,0.25,0.2862249999999999,0.465,0.423208,0.5,0.465
2024-04-11,0.29702499999999993,0.3327484234922499,0.25,0.2862249999999999,0.455,0.42315650000000005,0.5,0.465
2024-04-12,0.29702499999999993,0.332844763329,0.25,0.29702499999999993,0.455,0.423073,0.5,0.455
2024-04-13,0.29702499999999993,0.3337170708062501,0.25,0.29702499999999993,0.455,0.42231749999999996,0.5,0.455
2024-04-14,0.29702499999999993,0.33453267854400004,0.25,0.29702499999999993,0.455,0.421612,0.5,0.455
2024-04-15,0.29702499999999993,0.33529948155025,0.25,0.29702499999999993,0.455,0.4209495,0.5,0.455
2024-04-16,0.29702499999999993,0.33963602508900004,0.25,0.29702499999999993,0.455,0.417217,0.5,0.455
2024-04-17,0.30802499999999994,0.338114338576,0.25,0.29702499999999993,0.445,0.418524,0.5,0.455
2024-04-18,0.30802499999999994,0.33547263999999993,0.25,0.30802499999999994,0.445,0.4208,0.5,0.445
2024-04-19,0.33062499999999995,0.336128614756,0.25,0.30802499999999994,0.425,0.420234,0.5,0.445
2024-04-20,0.33062499999999995,0.33729553521225,0.25,0.33062499999999995,0.425,0.41922849999999995,0.5,0.425
2024-04-21,0.3192249999999999,0.33911871092099993,0.25,0.33062499999999995,0.435,0.417661,0.5,0.425
2024-04-22,0.3192249999999999,0.3444134625562501,0.25,0.3192249999999999,0.435,0.41313249999999996,0.5,0.435
2024-04-23,0.3192249999999999,0.343968174144,0.25,0.3192249999999999,0.435,0.413512,0.5,0.435
2024-04-24,0.3192249999999999,0.341431031041,0.25,0.3192249999999999,0.435,0.415679,0.5,0.435
2024-04-25,0.33062499999999995,0.3433819361439999,0.25,0.3192249999999999,0.425,0.41401200000000005,0.5,0.435
2024-04-26,0.33062499999999995,0.34058312402499996,0.25,0.33062499999999995,0.425,0.416405,0.5,0.425
2024-04-27,0.3192249999999999,0.33996187890625007,0.25,0.33062499999999995,0.435,0.4169375,0.5,0.425
2024-04-28,0.3192249999999999,0.338982457284,0.25,0.3192249999999999,0.435,0.417778,0.5,0.435
2024-04-29,0.3192249999999999,0.33744829540899995,0.25,0.3192249999999999,0.435,0.419097,0.5,0.435
2024-04-30,0.3192249999999999,0.34172909977599997,0.25,0.3192249999999999,0.435,0.415424,0.5,0.435
2024-05-01,0.30802499999999994,0.34077106753599995,0.25,0.3192249999999999,0.445,0.416244,0.5,0.435
2024-05-02,0.29702499999999993,0.34301520562499993,0.25,0.30802499999999994,0.455,0.41432500000000005,0.5,0.445
2024-05-03,0.29702499999999993,0.340307722881,0.25,0.29702499999999993,0.455,0.41664100000000004,0.5,0.455
2024-05-04,0.2862249999999999,0.33990940530624997,0.25,0.29702499999999993,0.465,0.41698250000000003,0.5,0.455
2024-05-05,0.2862249999999999,0.3394565516410001,0.25,0.2862249999999999,0.465,0.417371,0.5,0.465
2024-05-06,0.2862249999999999,0.34204835280099993,0.25,0.2862249999999999,0.465,0.415151,0.5,0.465
2024-05-07,0.2862249999999999,0.34263930531600006,0.25,0.2862249999999999,0.465,0.41464599999999996,0.5,0.465
2024-05-08,0.2862249999999999,0.34358999339024987,0.25,0.2862249999999999,0.465,0.41383450000000005,0.5,0.465
2024-05-09,0.29702499999999993,0.344121851161,0.25,0.2862249999999999,0.455,0.413381,0.5,0.465
2024-05-10,0.30802499999999994,0.34425561328899995,0.25,0.29702499999999993,0.445,0.41326700000000005,0.5,0.455
2024-05-11,0.30802499999999994,0.34513568780624987,0.25,0.30802499999999994,0.445,0.41251750000000004,0.5,0.445
2024-05-12,0.30802499999999994,0.3451556625002501,0.25,0.30802499999999994,0.445,0.4125005,0.5,0.445
2024-05-13,0.30802499999999994,0.34565580562500003,0.25,0.30802499999999994,0.445,0.412075,0.5,0.445
2024-05-14,0.24009999999999998,0.34491482973025006,0.25,0.30802499999999994,0.51,0.4127055,0.5,0.445
2024-05-15,0.265225,0.34343233296099995,0.25,0.24009999999999998,0.485,0.41396900000000003,0.5,0.51
2024-05-16,0.255025,0.34422510384899996,0.25,0.265225,0.495,0.413293,0.5,0.485
2024-05-17,0.255025,0.343378420225,0.25,0.255025,0.495,0.41401499999999997,0.5,0.495
2024-05-18,0.245025,0.343760588721,0.25,0.255025,0.505,0.413689,0.5,0.495
2024-05-19,0.235225,0.3447327924602499,0.25,0.245025,0.515,0.4128605,0.5,0.505
2024-05-20,0.235225,0.344801491204,0.25,0.235225,0.515,0.412802,0.5,0.515
2024-05-21,0.21159999999999995,0.345113951296,0.25,0.235225,0.54,0.41253600000000007,0.5,0.515
2024-05-22,0.20702499999999996,0.3475880683559999,0.25,0.21159999999999995,0.545,0.4104340000000001,0.5,0.54
2024-05-23,0.20249999999999996,0.34595159515225,0.25,0.20702499999999996,0.55,0.4118235,0.5,0.545
2024-05-24,0.20702499999999996,0.3438092542562501,0.25,0.20249999999999996,0.545,0.4136475,0.5,0.55
2024-05-25,0.20702499999999996,0.3434991437439999,0.25,0.20702499999999996,0.545,0.413912,0.5,0.545
2024-05-26,0.19802499999999995,0.3434762866922499,0.25,0.20702499999999996,0.555,0.41393150000000006,0.5,0.545
2024-05-27,0.19802499999999995,0.34372130700625003,0.25,0.19802499999999995,0.555,0.4137225,0.5,0.555
2024-05-28,0.19802499999999995,0.34435712558025006,0.25,0.19802499999999995,0.555,0.4131805,0.5,0.555
2024-05-29,0.18922500000000006,0.34774078272024994,0.25,0.19802499999999995,0.565,0.4103045,0.5,0.555
2024-05-30,0.18922500000000006,0.3452608329209999,0.25,0.18922500000000006,0.565,0.412411,0.5,0.565
2024-05-31,0.21622499999999997,0.3476558717522501,0.25,0.18922500000000006,0.535,0.4103765,0.5,0.565
2024-06-01,0.20702499999999996,0.3482858748062499,0.25,0.21622499999999997,0.545,0.40984250000000005,0.5,0.535
2024-06-02,0.21622499999999997,0.34816667319225,0.25,0.20702499999999996,0.535,0.40994349999999996,0.5,0.545
2024-06-03,0.21622499999999997,0.34729629444224996,0.25,0.21622499999999997,0.535,0.41068150000000003,0.5,0.535
2024-06-04,0.21622499999999997,0.347563307025,0.25,0.21622499999999997,0.535,0.41045499999999996,0.5,0.535
2024-06-05,0.19802499999999995,0.34847002828225004,0.25,0.21622499999999997,0.555,0.40968649999999995,0.5,0.535
2024-06-06,0.19802499999999995,0.34726977561600003,0.25,0.19802499999999995,0.555,0.410704,0.5,0.555
2024-06-07,0.20702499999999996,0.34853732727025,0.25,0.19802499999999995,0.545,0.4096295,0.5,0.555
2024-06-08,0.19802499999999995,0.34878178350625,0.25,0.20702499999999996,0.555,0.4094225,0.5,0.545
2024-06-09,0.19802499999999995,0.34737998271025,0.25,0.19802499999999995,0.555,0.4106105,0.5,0.555
2024-06-10,0.19802499999999995,0.34794012836025,0.25,0.19802499999999995,0.555,0.41013550000000004,0.5,0.555
2024-06-11,0.18922500000000006,0.34892117372025006,0.25,0.19802499999999995,0.565,0.4093045,0.5,0.555
2024-06-12,0.19802499999999995,0.34904818480899996,0.25,0.18922500000000006,0.555,0.409197,0.5,0.565
2024-06-13,0.18922500000000006,0.3483425322302499,0.25,0.19802499999999995,0.565,0.4097945,0.5,0.555
2024-06-14,0.18922500000000006,0.34665776695225003,0.25,0.18922500000000006,0.565,0.41122349999999996,0.5,0.565
2024-06-15,0.18922500000000006,0.34660360163025006,0.25,0.18922500000000006,0.565,0.4112695,0.5,0.565
2024-06-16,0.18922500000000006,0.346087477264,0.25,0.18922500000000006,0.565,0.411708,0.5,0.565
2024-06-17,0.18922500000000006,0.34915749192025003,0.25,0.18922500000000006,0.565,0.4091045,0.5,0.565
2024-06-18,0.18922500000000006,0.34990833243024994,0.25,0.18922500000000006,0.565,0.4084695,0.5,0.565
2024-06-19,0.18922500000000006,0.34996748798025007,0.25,0.18922500000000006,0.565,0.4084195,0.5,0.565
2024-06-20,0.18922500000000006,0.3544803213062499,0.25,0.18922500000000006,0.565,0.4046175,0.5,0.565
2024-06-21,0.18922500000000006,0.35414341490025014,0.25,0.18922500000000006,0.565,0.40490049999999994,0.5,0.565
2024-06-22,0.18922500000000006,0.35427613452099993,0.25,0.18922500000000006,0.565,0.404789,0.5,0.565
2024-06-23,0.18062500000000004,0.3524660350322501,0.25,0.18922500000000006,0.575,0.4063115,0.5,0.565
2024-06-24,0.18062500000000004,0.3515612414760001,0.25,0.18062500000000004,0.575,0.407074,0.5,0.575
2024-06-25,0.17222500000000002,0.35177709966399995,0.25,0.18062500000000004,0.585,0.406892,0.5,0.575
2024-06-26,0.16402500000000003,0.34768063638025004,0.25,0.17222500000000002,0.595,0.4103555,0.5,0.585
2024-06-27,0.16402500000000003,0.3471931713610001,0.25,0.16402500000000003,0.595,0.410769,0.5,0.595
2024-06-28,0.15602500000000002,0.34419635580625,0.25,0.16402500000000003,0.605,0.4133175,0.5,0.595
2024-06-29,0.140625,0.34217410689225,0.25,0.15602500000000002,0.625,0.4150435,0.5,0.605
2024-06-30,0.140625,0.33969488872225,0.25,0.140625,0.625,0.4171665,0.5,0.625
2024-07-01,0.148225,0.33895160022024995,0.25,0.140625,0.615,0.4178045,0.5,0.625
2024-07-02,0.11559999999999998,0.338195750116,0.25,0.148225,0.66,0.418454,0.5,0.615
2024-07-03,0.12249999999999998,0.33534291174400005,0.25,0.11559999999999998,0.65,0.420912,0.5,0.66
2024-07-04,0.148225,0.33548016964224997,0.25,0.12249999999999998,0.615,0.42079350000000004,0.5,0.65
2024-07-05,0.15602500000000002,0.33398516931025,0.25,0.148225,0.605,0.4220855,0.5,0.615
2024-07-06,0.15602500000000002,0.33538808212899995,0.25,0.15602500000000002,0.605,0.420873,0.5,0.605
2024-07-07,0.140625,0.334621756225,0.25,0.15602500000000002,0.625,0.421535,0.5,0.605
2024-07-08,0.140625,0.33601556989225,0.25,0.140625,0.625,0.42033149999999997,0.5,0.625
2024-07-09,0.15602500000000002,0.33544715568399996,0.25,0.140625,0.605,0.42082200000000003,0.5,0.625
2024-07-10,0.140625,0.333857462416,0.25,0.15602500000000002,0.625,0.422196,0.5,0.605
2024-07-11,0.140625,0.331898123236,0.25,0.140625,0.625,0.423894,0.5,0.625
2024-07-12,0.16000000000000003,0.33253098902500006,0.25,0.140625,0.6,0.42334499999999997,0.5,0.625
2024-07-13,0.16402500000000003,0.333350343225,0.25,0.16000000000000003,0.595,0.422635,0.5,0.6
2024-07-14,0.10562499999999997,0.332845917184,0.25,0.16402500000000003,0.675,0.423072,0.5,0.595
2024-07-15,0.09302500000000002,0.3314765475999999,0.25,0.10562499999999997,0.695,0.42426,0.5,0.675
2024-07-16,0.08702500000000002,0.33242719922499997,0.25,0.09302500000000002,0.705,0.42343500000000006,0.5,0.695
2024-07-17,0.09922499999999997,0.33247851549025,0.25,0.08702500000000002,0.685,0.4233905,0.5,0.705
2024-07-18,0.10562499999999997,0.32103159381224994,0.25,0.09922499999999997,0.675,0.4334035,0.5,0.685
2024-07-19,0.148225,0.3196432368999999,0.25,0.10562499999999997,0.615,0.43463,0.5,0.675
2024-07-20,0.126025,0.3190442256,0.25,0.148225,0.645,0.43516000000000005,0.5,0.615
2024-07-21,0.1296,0.31962288390400007,0.25,0.126025,0.64,0.434648,0.5,0.645
2024-07-24,0.15602500000000002,0.313177902129,0.25,0.1296,0.605,0.440377,0.5,0.64
2024-07-25,0.140625,0.310887650329,0.25,0.15602500000000002,0.625,0.442427,0.5,0.605
2024-07-26,0.148225,0.31444000175025,0.25,0.140625,0.615,0.4392505,0.5,0.625
2024-07-27,0.17222500000000002,0.31452187650625,0.25,0.148225,0.585,0.4391775,0.5,0.615
2024-07-28,0.18062500000000004,0.31272644918025,0.25,0.17222500000000002,0.575,0.4407805,0.5,0.585
2024-07-29,0.17222500000000002,0.31388062275024997,0.25,0.18062500000000004,0.585,0.4397495,0.5,0.575
2024-07-30,0.16402500000000003,0.31775656260099994,0.25,0.17222500000000002,0.595,0.436301,0.5,0.585
2024-07-31,0.17222500000000002,0.31916737260100003,0.25,0.16402500000000003,0.585,0.43505099999999997,0.5,0.595
2024-08-01,0.19802499999999995,0.31744153298024996,0.25,0.17222500000000002,0.555,0.43658050000000004,0.5,0.585
2024-08-02,0.21622499999999997,0.31857332292900004,0.25,0.19802499999999995,0.535,0.435577,0.5,0.555
2024-08-03,0.225625,0.3183916046439999,0.25,0.21622499999999997,0.525,0.43573800000000007,0.5,0.535
2024-08-04,0.20702499999999996,0.3172973139722501,0.25,0.225625,0.545,0.4367085,0.5,0.525
2024-08-05,0.235225,0.3189233612889999,0.25,0.20702499999999996,0.515,0.43526700000000007,0.5,0.545
2024-08-06,0.21622499999999997,0.32082425298225004,0.25,0.235225,0.535,0.4335865,0.5,0.515
2024-08-07,0.235225,0.32026091905599996,0.25,0.21622499999999997,0.515,0.434084,0.5,0.535
2024-08-08,0.265225,0.321323457316,0.25,0.235225,0.485,0.433146,0.5,0.515
2024-08-09,0.25857224999999995,0.31994578140625,0.25,0.265225,0.4915,0.4343625,0.5,0.485
2024-08-10,0.27457600000000004,0.31983662268099994,0.25,0.25857224999999995,0.476,0.43445900000000004,0.5,0.4915
2024-08-11,0.29920899999999995,0.31979929806400004,0.25,0.27457600000000004,0.453,0.434492,0.5,0.476
2024-08-12,0.29648025,0.32156668369225,0.25,0.29920899999999995,0.4555,0.43293149999999997,0.5,0.453
2024-08-13,0.29322224999999996,0.32051449959999995,0.25,0.29648025,0.4585,0.43386,0.5,0.4555
2024-08-14,0.29648025,0.31852817068899997,0.25,0.29322224999999996,0.4555,0.43561700000000003,0.5,0.4585
2024-08-15,0.30580899999999994,0.31977385071025,0.25,0.29648025,0.447,0.4345145,0.5,0.4555
2024-08-16,0.31024899999999994,0.317348575569,0.25,0.30580899999999994,0.443,0.436663,0.5,0.447
2024-08-17,0.29757025,0.31705627100625,0.25,0.31024899999999994,0.4545,0.4369225,0.5,0.443
2024-08-18,0.26368225000000006,0.3158102809000001,0.25,0.29757025,0.4865,0.43803,0.5,0.4545
2024-08-19,0.26677224999999993,0.31559733018025,0.25,0.26368225000000006,0.4835,0.4382195,0.5,0.4865
2024-08-20,0.264196,0.3154501608502499,0.25,0.26677224999999993,0.486,0.43835050000000003,0.5,0.4835
2024-08-21,0.24750625000000007,0.31672076562025,0.25,0.264196,0.5025,0.4372205,0.5,0.486
2024-08-22,0.22896225000000003,0.318563163396,0.25,0.24750625000000007,0.5215,0.435586,0.5,0.5025
2024-08-23,0.23280625000000005,0.318127584784,0.25,0.22896225000000003,0.5175,0.435972,0.5,0.5215
2024-08-24,0.24850225000000006,0.3176212892410001,0.25,0.23280625000000005,0.5015,0.436421,0.5,0.5175
2024-08-25,0.248004,0.3174054751562499,0.25,0.24850225000000006,0.502,0.4366125,0.5,0.5015
2024-08-26,0.25452024999999995,0.31681363104399995,0.25,0.248004,0.4955,0.43713799999999997,0.5,0.502
2024-08-27,0.25553025000000007,0.3176489052122499,0.25,0.25452024999999995,0.4945,0.4363965,0.5,0.4955
2024-08-28,0.24651225000000004,0.31826860740900004,0.25,0.25553025000000007,0.5035,0.435847,0.5,0.4945
2024-08-29,0.247009,0.316979134081,0.25,0.24651225000000004,0.503,0.436991,0.5,0.5035
2024-08-30,0.252004,0.3168091281640001,0.25,0.247009,0.498,0.437142,0.5,0.503
2024-08-31,0.2505002499999999,0.31564227422024993,0.25,0.252004,0.4995,0.43817950000000006,0.5,0.498
2024-09-01,0.24750625000000007,0.31567486065025,0.25,0.2505002499999999,0.5025,0.4381505,0.5,0.4995
2024-09-02,0.24157225000000004,0.315399052816,0.25,0.24750625000000007,0.5085,0.43839599999999995,0.5,0.5025
2024-09-03,0.23280625000000005,0.31506667086400003,0.25,0.24157225000000004,0.5175,0.43869199999999997,0.5,0.5085
2024-09-04,0.23863225000000005,0.31498191905625,0.25,0.23280625000000005,0.5115,0.43876750000000003,0.5,0.5175
2024-09-05,0.22137025000000002,0.31268506830625004,0.25,0.23863225000000005,0.5295,0.4408175,0.5,0.5115
2024-09-06,0.22278399999999998,0.31172122239999994,0.25,0.22137025000000002,0.528,0.44168,0.5,0.5295
2024-09-07,0.24453025000000006,0.31145886722499994,0.25,0.22278399999999998,0.5055,0.441915,0.5,0.528
2024-09-08,0.25,0.30997000575025,0.25,0.24453025000000006,0.5,0.44325050000000005,0.5,0.5055
2024-09-09,0.237169,0.30940627504900003,0.25,0.25,0.513,0.443757,0.5,0.5
2024-09-10,0.22800625000000002,0.30922607856100004,0.25,0.237169,0.5225,0.443919,0.5,0.513
2024-09-11,0.23088025000000004,0.309456338944,0.25,0.22800625000000002,0.5195,0.443712,0.5,0.5225
2024-09-12,0.254016,0.3102696093422501,0.25,0.23088025000000004,0.496,0.4429815,0.5,0.5195
