candidate_id,candidate_kind,timestamp_utc,market_id,source_row_count,anomaly_families,metric_names,max_percentile_rank,max_baseline_observations,has_wallet_amount_feature,has_concentration_feature,has_event_context,market_only_diagnostic,review_status,claim_scope,allowed_interpretation,limitation
monitor_shadow_candidate_20260522_213500_e2c8314bd379,shadow_percentile_candidate,2026-05-22T21:35:00Z,0x0a99479228e93524b25676ae69b94bd3f4278a6bca8d8c265c84d24755399cf5,2,market_move,absolute_midpoint_change,1.0,23,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_213500_b5aac2dd2978,shadow_percentile_candidate,2026-05-22T21:35:00Z,0x0f49db97f71c68b1e42a6d16e3de93d85dbf7d4148e3f018eb79e88554be9f75,2,market_move,absolute_midpoint_change,1.0,23,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_213500_d13522024424,shadow_percentile_candidate,2026-05-22T21:35:00Z,0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,2,market_move,absolute_midpoint_change,1.0,23,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_213500_a647722c72b7,shadow_percentile_candidate,2026-05-22T21:35:00Z,0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,2,market_move,absolute_midpoint_change,1.0,23,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_213500_a0ff2777b3e7,shadow_percentile_candidate,2026-05-22T21:35:00Z,0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,2,market_move,absolute_midpoint_change,1.0,23,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_213500_8f8a08602db2,shadow_percentile_candidate,2026-05-22T21:35:00Z,0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,2,market_move,absolute_midpoint_change,1.0,23,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_213500_d785c247979e,shadow_percentile_candidate,2026-05-22T21:35:00Z,0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,2,market_move,absolute_midpoint_change,1.0,23,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_213500_67c6921bf952,shadow_percentile_candidate,2026-05-22T21:35:00Z,0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,2,market_move,absolute_midpoint_change,1.0,23,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_213500_a115b74459bd,shadow_percentile_candidate,2026-05-22T21:35:00Z,0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,2,market_move,absolute_midpoint_change,1.0,23,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_213500_9920d9662bd1,shadow_percentile_candidate,2026-05-22T21:35:00Z,0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,2,market_move,absolute_midpoint_change,1.0,23,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214000_aaffd0a22861,shadow_percentile_candidate,2026-05-22T21:40:00Z,0x0a99479228e93524b25676ae69b94bd3f4278a6bca8d8c265c84d24755399cf5,2,market_move,absolute_midpoint_change,1.0,25,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214000_c06120651e06,shadow_percentile_candidate,2026-05-22T21:40:00Z,0x0f49db97f71c68b1e42a6d16e3de93d85dbf7d4148e3f018eb79e88554be9f75,2,market_move,absolute_midpoint_change,1.0,25,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214000_c7c3ac9dca32,shadow_percentile_candidate,2026-05-22T21:40:00Z,0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,2,market_move,absolute_midpoint_change,1.0,25,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214000_36df1021923d,shadow_percentile_candidate,2026-05-22T21:40:00Z,0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,2,market_move,absolute_midpoint_change,1.0,25,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214000_4a52b0b2d304,shadow_percentile_candidate,2026-05-22T21:40:00Z,0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,2,market_move,absolute_midpoint_change,1.0,25,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214000_d8bfb930093e,shadow_percentile_candidate,2026-05-22T21:40:00Z,0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,2,market_move,absolute_midpoint_change,1.0,25,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214000_9d03341ddcd2,shadow_percentile_candidate,2026-05-22T21:40:00Z,0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,2,market_move,absolute_midpoint_change,1.0,25,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214000_e2e22bf2c8d2,shadow_percentile_candidate,2026-05-22T21:40:00Z,0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,2,market_move,absolute_midpoint_change,1.0,25,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214000_32794ddd5b1a,shadow_percentile_candidate,2026-05-22T21:40:00Z,0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,2,market_move,absolute_midpoint_change,1.0,25,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214000_d39487729b2c,shadow_percentile_candidate,2026-05-22T21:40:00Z,0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,2,market_move,absolute_midpoint_change,1.0,25,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214500_135277227f2f,shadow_percentile_candidate,2026-05-22T21:45:00Z,0x0a99479228e93524b25676ae69b94bd3f4278a6bca8d8c265c84d24755399cf5,2,market_move,absolute_midpoint_change,1.0,27,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214500_b3b3f2246cca,shadow_percentile_candidate,2026-05-22T21:45:00Z,0x0f49db97f71c68b1e42a6d16e3de93d85dbf7d4148e3f018eb79e88554be9f75,2,market_move,absolute_midpoint_change,1.0,27,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214500_87d50499d6f9,shadow_percentile_candidate,2026-05-22T21:45:00Z,0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,2,market_move,absolute_midpoint_change,1.0,27,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214500_f33bf848f6b1,shadow_percentile_candidate,2026-05-22T21:45:00Z,0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,2,market_move,absolute_midpoint_change,1.0,27,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214500_a8a777b6cc4a,shadow_percentile_candidate,2026-05-22T21:45:00Z,0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,2,market_move,absolute_midpoint_change,1.0,27,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214500_6015d5ee005d,shadow_percentile_candidate,2026-05-22T21:45:00Z,0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,2,market_move,absolute_midpoint_change,1.0,27,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214500_2f9842247852,shadow_percentile_candidate,2026-05-22T21:45:00Z,0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,2,market_move,absolute_midpoint_change,1.0,27,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214500_b7b64209b9b5,shadow_percentile_candidate,2026-05-22T21:45:00Z,0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,2,market_move,absolute_midpoint_change,1.0,27,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214500_8a30978f2986,shadow_percentile_candidate,2026-05-22T21:45:00Z,0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,2,market_move,absolute_midpoint_change,1.0,27,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_214500_d946d13f8471,shadow_percentile_candidate,2026-05-22T21:45:00Z,0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,2,market_move,absolute_midpoint_change,1.0,27,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_215000_5bd32eb5f304,shadow_percentile_candidate,2026-05-22T21:50:00Z,0x0a99479228e93524b25676ae69b94bd3f4278a6bca8d8c265c84d24755399cf5,2,market_move,absolute_midpoint_change,1.0,29,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_215000_2a6109107a24,shadow_percentile_candidate,2026-05-22T21:50:00Z,0x0f49db97f71c68b1e42a6d16e3de93d85dbf7d4148e3f018eb79e88554be9f75,2,market_move,absolute_midpoint_change,1.0,29,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_215000_4db68250c06b,shadow_percentile_candidate,2026-05-22T21:50:00Z,0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,2,market_move,absolute_midpoint_change,1.0,29,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_215000_3906ae8b32f8,shadow_percentile_candidate,2026-05-22T21:50:00Z,0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,2,market_move,absolute_midpoint_change,1.0,29,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_215000_032809e56bd5,shadow_percentile_candidate,2026-05-22T21:50:00Z,0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,2,market_move,absolute_midpoint_change,1.0,29,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_215000_5d87d465c5d0,shadow_percentile_candidate,2026-05-22T21:50:00Z,0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,2,market_move,absolute_midpoint_change,1.0,29,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_215000_85bdfa528841,shadow_percentile_candidate,2026-05-22T21:50:00Z,0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,2,market_move,absolute_midpoint_change,1.0,29,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_215000_1eb96b256b9e,shadow_percentile_candidate,2026-05-22T21:50:00Z,0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,2,market_move,absolute_midpoint_change,1.0,29,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_215000_b21deff34f35,shadow_percentile_candidate,2026-05-22T21:50:00Z,0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,2,market_move,absolute_midpoint_change,1.0,29,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_215000_2a7eaa84f0eb,shadow_percentile_candidate,2026-05-22T21:50:00Z,0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,2,market_move,absolute_midpoint_change,1.0,29,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_220000_6721c7e7bdc5,shadow_percentile_candidate,2026-05-22T22:00:00Z,0x0a99479228e93524b25676ae69b94bd3f4278a6bca8d8c265c84d24755399cf5,2,market_move,absolute_midpoint_change,1.0,30,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_220000_6f402ed028f9,shadow_percentile_candidate,2026-05-22T22:00:00Z,0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,2,market_move,absolute_midpoint_change,1.0,30,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_220000_38baecf9a85e,shadow_percentile_candidate,2026-05-22T22:00:00Z,0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,2,market_move,absolute_midpoint_change,1.0,30,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_220000_5ab7d32be02a,shadow_percentile_candidate,2026-05-22T22:00:00Z,0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,2,market_move,absolute_midpoint_change,1.0,30,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_220000_69b08e645aa8,shadow_percentile_candidate,2026-05-22T22:00:00Z,0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,2,market_move,absolute_midpoint_change,1.0,30,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_220000_dc6005860cf7,shadow_percentile_candidate,2026-05-22T22:00:00Z,0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,2,market_move,absolute_midpoint_change,1.0,30,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_220000_4f6c3298894b,shadow_percentile_candidate,2026-05-22T22:00:00Z,0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,2,market_move,absolute_midpoint_change,1.0,30,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_220000_04723cce1058,shadow_percentile_candidate,2026-05-22T22:00:00Z,0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,2,market_move,absolute_midpoint_change,1.0,30,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_220000_45e32de998fb,shadow_percentile_candidate,2026-05-22T22:00:00Z,0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,2,market_move,absolute_midpoint_change,1.0,30,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_220000_912f019054b9,shadow_percentile_candidate,2026-05-22T22:00:00Z,0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,2,market_move,absolute_midpoint_change,1.0,30,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_220000_6c9e8554df58,shadow_percentile_candidate,2026-05-22T22:00:00Z,0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,1,market_move,absolute_midpoint_change,0.9666666666666668,30,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
monitor_shadow_candidate_20260522_220500_ef87e566641b,shadow_percentile_candidate,2026-05-22T22:05:00Z,0x0a99479228e93524b25676ae69b94bd3f4278a6bca8d8c265c84d24755399cf5,2,market_move,absolute_midpoint_change,1.0,30,False,False,False,True,candidate,diagnostic_sensitivity_review_only,Market-only diagnostic shadow candidate; no wallet-pattern label is triggered.,"Diagnostic sensitivity candidate only; not a Rule C alert, not a probability model, and not a trading signal."
