case_set_id,case_unit,forecast_source_id,forecast_source_label,source_family,canonical_case_id,case_label,outcome_value,forecast_probability,brier_loss,is_polymarket,probability_note,source_artifact,limitation
state_final_50,resolved_state_outcomes,polymarket_state_final_50,Polymarket state final,polymarket,us_2024_president_wyoming_rieke_republican,Wyoming,1.0,0.9925,5.624999999999927e-05,True,Polymarket market probability nearest forecast time.,h1_rieke_state_forecast_cases.csv,"State outcomes share one election context; this is a calibration diagnostic, not independent national elections."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_alabama_rieke_republican,Alabama,1.0,0.9969,9.609999999999949e-06,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_alaska_rieke_republican,Alaska,1.0,0.9749,0.0006300100000000005,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_arizona_rieke_republican,Arizona,1.0,0.6997,0.09018009,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_arkansas_rieke_republican,Arkansas,1.0,0.9981,3.6100000000000484e-06,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_california_rieke_republican,California,0.0,0.0,0.0,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_colorado_rieke_republican,Colorado,0.0,0.0093000000000001,8.649000000000186e-05,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_connecticut_rieke_republican,Connecticut,0.0,0.0016,2.56e-06,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_delaware_rieke_republican,Delaware,0.0,0.0006,3.5999999999999994e-07,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_florida_rieke_republican,Florida,1.0,0.9241000000000004,0.005760809999999944,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_georgia_rieke_republican,Georgia,1.0,0.6712000000000007,0.10810943999999954,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_hawaii_rieke_republican,Hawaii,0.0,0.0,0.0,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_idaho_rieke_republican,Idaho,1.0,0.9956000000000002,1.9359999999998666e-05,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_illinois_rieke_republican,Illinois,0.0,0.0196999999999998,0.00038808999999999215,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_indiana_rieke_republican,Indiana,1.0,1.0,0.0,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_iowa_rieke_republican,Iowa,1.0,0.8990000000000002,0.010200999999999951,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_kansas_rieke_republican,Kansas,1.0,0.9391000000000002,0.003708809999999981,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_kentucky_rieke_republican,Kentucky,1.0,0.9984,2.5600000000001466e-06,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_louisiana_rieke_republican,Louisiana,1.0,0.9909,8.280999999999995e-05,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_maine_rieke_republican,Maine,0.0,0.027,0.0007289999999999999,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_maryland_rieke_republican,Maryland,0.0,0.0,0.0,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_massachusetts_rieke_republican,Massachusetts,0.0,0.0,0.0,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_michigan_rieke_republican,Michigan,1.0,0.4196000000000005,0.3368641599999995,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_minnesota_rieke_republican,Minnesota,0.0,0.1104999999999998,0.012210249999999957,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_mississippi_rieke_republican,Mississippi,1.0,0.9733,0.0007128899999999972,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_missouri_rieke_republican,Missouri,1.0,0.9989,1.2099999999999778e-06,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_montana_rieke_republican,Montana,1.0,1.0,0.0,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_nebraska_rieke_republican,Nebraska,1.0,0.9999,9.999999999997797e-09,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_nevada_rieke_republican,Nevada,1.0,0.5143000000000004,0.23590448999999958,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_new_hampshire_rieke_republican,New Hampshire,0.0,0.0733,0.005372890000000001,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_new_jersey_rieke_republican,New Jersey,0.0,0.0013999999999999,1.95999999999972e-06,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_new_mexico_rieke_republican,New Mexico,0.0,0.0725,0.00525625,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_new_york_rieke_republican,New York,0.0,0.0,0.0,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_north_carolina_rieke_republican,North Carolina,1.0,0.6564999999999994,0.1179922500000004,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_north_dakota_rieke_republican,North Dakota,1.0,1.0,0.0,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_ohio_rieke_republican,Ohio,1.0,0.9832,0.00028224000000000126,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_oklahoma_rieke_republican,Oklahoma,1.0,0.998,4.0000000000000074e-06,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
state_final_50,resolved_state_outcomes,rieke_state_final_50,Rieke poll-model state forecast,traditional_forecast,us_2024_president_oregon_rieke_republican,Oregon,0.0,0.0325999999999999,0.0010627599999999935,False,Complement of Rieke Harris state-win probability.,h1_rieke_state_forecast_cases.csv,"Rieke is an independent poll-based model, not raw polls and not an official FiveThirtyEight state forecast."
