source_id,source_label,state,forecast_date,case_id,days_to_election,outcome_value,forecast_probability,brier_loss,row_unit,limitation
poll_derived,538 poll-derived,Arizona,2024-08-21,us_2024_arizona_2024-08-21_rep_panel,76,1.0,0.4016954823611268,0.3579682958270846,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-08-22,us_2024_arizona_2024-08-22_rep_panel,75,1.0,0.3815183865349456,0.3825195061943369,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-08-23,us_2024_arizona_2024-08-23_rep_panel,74,1.0,0.3877729448702576,0.3748219670328366,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-08-24,us_2024_arizona_2024-08-24_rep_panel,73,1.0,0.3864585760850577,0.3764330788595749,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-08-25,us_2024_arizona_2024-08-25_rep_panel,72,1.0,0.3941819959546396,0.3670154540255042,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-08-26,us_2024_arizona_2024-08-26_rep_panel,71,1.0,0.4091435017595984,0.3491114015129096,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-08-27,us_2024_arizona_2024-08-27_rep_panel,70,1.0,0.4312166818111728,0.3235144630498927,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-08-28,us_2024_arizona_2024-08-28_rep_panel,69,1.0,0.4144464304792528,0.3428729827784885,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-08-29,us_2024_arizona_2024-08-29_rep_panel,68,1.0,0.4638669243920111,0.2874386747608815,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-08-30,us_2024_arizona_2024-08-30_rep_panel,67,1.0,0.4740801953123724,0.2765916409626723,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-08-31,us_2024_arizona_2024-08-31_rep_panel,66,1.0,0.4781898953270478,0.2722857853387973,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-09-01,us_2024_arizona_2024-09-01_rep_panel,65,1.0,0.4834358948248907,0.2668384747553614,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-09-02,us_2024_arizona_2024-09-02_rep_panel,64,1.0,0.4802770164952921,0.2701119795830349,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-09-03,us_2024_arizona_2024-09-03_rep_panel,63,1.0,0.4852773229355148,0.2649394342844304,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-09-04,us_2024_arizona_2024-09-04_rep_panel,62,1.0,0.5238380968117667,0.2267301580478404,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-09-05,us_2024_arizona_2024-09-05_rep_panel,61,1.0,0.5440837728697944,0.2078596061606412,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-09-06,us_2024_arizona_2024-09-06_rep_panel,60,1.0,0.5386433399312454,0.2128499677897964,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-09-07,us_2024_arizona_2024-09-07_rep_panel,59,1.0,0.5367253311614991,0.2146234187874226,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-09-08,us_2024_arizona_2024-09-08_rep_panel,58,1.0,0.5391477121941213,0.2123848311759124,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-09-09,us_2024_arizona_2024-09-09_rep_panel,57,1.0,0.5521040597519622,0.2006107732906738,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-09-10,us_2024_arizona_2024-09-10_rep_panel,56,1.0,0.5627352165115528,0.1912004908791986,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-09-11,us_2024_arizona_2024-09-11_rep_panel,55,1.0,0.5640874484712511,0.1900197525803041,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Arizona,2024-09-12,us_2024_arizona_2024-09-12_rep_panel,54,1.0,0.5494078951568299,0.2030332449469984,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,California,2024-09-03,us_2024_california_2024-09-03_rep_panel,63,0.0,1.3409663912611336e-07,1.7981908624919078e-14,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,California,2024-09-04,us_2024_california_2024-09-04_rep_panel,62,0.0,1.4458143682283264e-07,2.0903791873754743e-14,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,California,2024-09-05,us_2024_california_2024-09-05_rep_panel,61,0.0,1.154868393693498e-07,1.3337210067521999e-14,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,California,2024-09-06,us_2024_california_2024-09-06_rep_panel,60,0.0,2.43579313718989e-07,5.933088207181366e-14,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,California,2024-09-07,us_2024_california_2024-09-07_rep_panel,59,0.0,2.1862151428075907e-07,4.779536650641213e-14,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,California,2024-09-08,us_2024_california_2024-09-08_rep_panel,58,0.0,2.508868334194503e-07,6.2944203183239e-14,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,California,2024-09-09,us_2024_california_2024-09-09_rep_panel,57,0.0,2.619595755870563e-07,6.862281924175067e-14,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,California,2024-09-10,us_2024_california_2024-09-10_rep_panel,56,0.0,2.787266707993119e-07,7.768855701486799e-14,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,California,2024-09-11,us_2024_california_2024-09-11_rep_panel,55,0.0,2.824266252532404e-07,7.976479865193428e-14,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,California,2024-09-12,us_2024_california_2024-09-12_rep_panel,54,0.0,2.654882269581549e-07,7.048399865338475e-14,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-13,us_2024_florida_2024-08-13_rep_panel,84,1.0,0.8509520779718489,0.0222152830609098,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-14,us_2024_florida_2024-08-14_rep_panel,83,1.0,0.8073240202954683,0.037124033155101,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-15,us_2024_florida_2024-08-15_rep_panel,82,1.0,0.8198202192749974,0.03246475338211,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-16,us_2024_florida_2024-08-16_rep_panel,81,1.0,0.8320455829258518,0.0282086862147169,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-17,us_2024_florida_2024-08-17_rep_panel,80,1.0,0.8385833950963099,0.026055320338634,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-18,us_2024_florida_2024-08-18_rep_panel,79,1.0,0.8324617542336334,0.0280690637944714,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-19,us_2024_florida_2024-08-19_rep_panel,78,1.0,0.8162088017393427,0.0337792045580882,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-20,us_2024_florida_2024-08-20_rep_panel,77,1.0,0.8234357579733318,0.0311749315624518,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-21,us_2024_florida_2024-08-21_rep_panel,76,1.0,0.8037204953139154,0.0385256439598147,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-22,us_2024_florida_2024-08-22_rep_panel,75,1.0,0.7856099880984442,0.0459630772031492,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-23,us_2024_florida_2024-08-23_rep_panel,74,1.0,0.791259070080009,0.0435727758238626,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-24,us_2024_florida_2024-08-24_rep_panel,73,1.0,0.7920721808144455,0.0432339779912606,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-25,us_2024_florida_2024-08-25_rep_panel,72,1.0,0.7977942385468637,0.0408871699648426,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-26,us_2024_florida_2024-08-26_rep_panel,71,1.0,0.8067891059807009,0.0373304495677368,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-27,us_2024_florida_2024-08-27_rep_panel,70,1.0,0.8081934727106623,0.0367897439107954,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-28,us_2024_florida_2024-08-28_rep_panel,69,1.0,0.7984828829807695,0.0406091484517422,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-29,us_2024_florida_2024-08-29_rep_panel,68,1.0,0.8032784757920769,0.0386993580866884,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-30,us_2024_florida_2024-08-30_rep_panel,67,1.0,0.8138916649235104,0.0346363123849429,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-08-31,us_2024_florida_2024-08-31_rep_panel,66,1.0,0.8367913958769548,0.0266370484597928,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-09-01,us_2024_florida_2024-09-01_rep_panel,65,1.0,0.8356788274431806,0.027001447750448,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-09-02,us_2024_florida_2024-09-02_rep_panel,64,1.0,0.8329692132311061,0.0278992837286357,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-09-03,us_2024_florida_2024-09-03_rep_panel,63,1.0,0.83537194600557,0.0271023961619929,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-09-04,us_2024_florida_2024-09-04_rep_panel,62,1.0,0.8353042781654287,0.0271246807906104,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-09-05,us_2024_florida_2024-09-05_rep_panel,61,1.0,0.8392350990527253,0.025845353376587,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-09-06,us_2024_florida_2024-09-06_rep_panel,60,1.0,0.8133624002329903,0.0348335936467904,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-09-07,us_2024_florida_2024-09-07_rep_panel,59,1.0,0.8134046629782067,0.0348178197982766,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-09-08,us_2024_florida_2024-09-08_rep_panel,58,1.0,0.8218746942173714,0.0317286245601549,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-09-09,us_2024_florida_2024-09-09_rep_panel,57,1.0,0.7834569371085669,0.0468908980864031,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-09-10,us_2024_florida_2024-09-10_rep_panel,56,1.0,0.8136355945620336,0.0347316916142467,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-09-11,us_2024_florida_2024-09-11_rep_panel,55,1.0,0.8105229960497986,0.0359015350259446,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Florida,2024-09-12,us_2024_florida_2024-09-12_rep_panel,54,1.0,0.8049532058894451,0.0380432518928052,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-07,us_2024_georgia_2024-08-07_rep_panel,90,1.0,0.5604508942134627,0.1932034163977445,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-08,us_2024_georgia_2024-08-08_rep_panel,89,1.0,0.5443460127875436,0.2076205560626094,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-09,us_2024_georgia_2024-08-09_rep_panel,88,1.0,0.5546733551480715,0.1983158206150757,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-10,us_2024_georgia_2024-08-10_rep_panel,87,1.0,0.5294169559756934,0.2214484013231825,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-11,us_2024_georgia_2024-08-11_rep_panel,86,1.0,0.5343099332158122,0.2168672383014613,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-12,us_2024_georgia_2024-08-12_rep_panel,85,1.0,0.5017716399907404,0.2482314987175164,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-13,us_2024_georgia_2024-08-13_rep_panel,84,1.0,0.5103941545075317,0.2397138839403947,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-14,us_2024_georgia_2024-08-14_rep_panel,83,1.0,0.5050383764908042,0.2449870087468589,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-15,us_2024_georgia_2024-08-15_rep_panel,82,1.0,0.4854405561522287,0.2647714212529276,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-16,us_2024_georgia_2024-08-16_rep_panel,81,1.0,0.5193255727554826,0.2310479050068448,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-17,us_2024_georgia_2024-08-17_rep_panel,80,1.0,0.5903179588694674,0.1678393748248794,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-18,us_2024_georgia_2024-08-18_rep_panel,79,1.0,0.5845508482853766,0.1725979976604001,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-19,us_2024_georgia_2024-08-19_rep_panel,78,1.0,0.5952602704040255,0.1638142487134225,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-20,us_2024_georgia_2024-08-20_rep_panel,77,1.0,0.5957768627622742,0.1633963446783093,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-21,us_2024_georgia_2024-08-21_rep_panel,76,1.0,0.5649843888231618,0.189238581967558,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-22,us_2024_georgia_2024-08-22_rep_panel,75,1.0,0.5429929830745466,0.2088554135191016,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-23,us_2024_georgia_2024-08-23_rep_panel,74,1.0,0.5367295016881891,0.2146195546060735,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-24,us_2024_georgia_2024-08-24_rep_panel,73,1.0,0.5450826783278424,0.2069497695573693,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-25,us_2024_georgia_2024-08-25_rep_panel,72,1.0,0.5455945073140362,0.2064843517831734,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-26,us_2024_georgia_2024-08-26_rep_panel,71,1.0,0.5689813518116049,0.1857770750861515,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-27,us_2024_georgia_2024-08-27_rep_panel,70,1.0,0.560798640289122,0.192897834371884,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-28,us_2024_georgia_2024-08-28_rep_panel,69,1.0,0.4823228366501894,0.2679896454539065,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-29,us_2024_georgia_2024-08-29_rep_panel,68,1.0,0.444994752461318,0.3080308247954736,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-30,us_2024_georgia_2024-08-30_rep_panel,67,1.0,0.4621279276472584,0.2893063662170327,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-08-31,us_2024_georgia_2024-08-31_rep_panel,66,1.0,0.4594145500603465,0.2922326286864575,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-09-01,us_2024_georgia_2024-09-01_rep_panel,65,1.0,0.4630703177863447,0.2882934836420569,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-09-02,us_2024_georgia_2024-09-02_rep_panel,64,1.0,0.4575691921068205,0.2942311813516473,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-09-03,us_2024_georgia_2024-09-03_rep_panel,63,1.0,0.4680900297678246,0.2829282164323938,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-09-04,us_2024_georgia_2024-09-04_rep_panel,62,1.0,0.4690753988515759,0.2818809321046132,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-09-05,us_2024_georgia_2024-09-05_rep_panel,61,1.0,0.4699398406145521,0.2809637725677265,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-09-06,us_2024_georgia_2024-09-06_rep_panel,60,1.0,0.4596895550726595,0.2919353768975806,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-09-07,us_2024_georgia_2024-09-07_rep_panel,59,1.0,0.4631954295221185,0.2881591468859428,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-09-08,us_2024_georgia_2024-09-08_rep_panel,58,1.0,0.4722665911403476,0.278502550826629,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-09-09,us_2024_georgia_2024-09-09_rep_panel,57,1.0,0.5425474142061224,0.2092628682495049,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-09-10,us_2024_georgia_2024-09-10_rep_panel,56,1.0,0.5515434183100807,0.2011133056610072,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-09-11,us_2024_georgia_2024-09-11_rep_panel,55,1.0,0.5524362426820723,0.2003133168645409,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Georgia,2024-09-12,us_2024_georgia_2024-09-12_rep_panel,54,1.0,0.543496785533558,0.2083951848181943,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Michigan,2024-08-07,us_2024_michigan_2024-08-07_rep_panel,90,1.0,0.3639344899709378,0.404579333048531,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Michigan,2024-08-08,us_2024_michigan_2024-08-08_rep_panel,89,1.0,0.3371115410530279,0.4394211090050915,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Michigan,2024-08-09,us_2024_michigan_2024-08-09_rep_panel,88,1.0,0.3375065455739762,0.4388975771573259,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Michigan,2024-08-10,us_2024_michigan_2024-08-10_rep_panel,87,1.0,0.2725315477545739,0.5292103490123556,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Michigan,2024-08-11,us_2024_michigan_2024-08-11_rep_panel,86,1.0,0.2802925014039444,0.5179788835353912,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Michigan,2024-08-12,us_2024_michigan_2024-08-12_rep_panel,85,1.0,0.2393237703594282,0.5786283263401959,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
poll_derived,538 poll-derived,Michigan,2024-08-13,us_2024_michigan_2024-08-13_rep_panel,84,1.0,0.2372983271538919,0.5817138417622516,state_date_forecast_pair_within_90_days,"Rows are repeated forecasts inside one election context, not independent elections."
