scope_id,unit_type,unit_id,state,forecast_month,horizon_bin,horizon_label,competitiveness_tier,competitiveness_label,row_count,polymarket_lower_loss_count,poll_derived_lower_loss_count,tie_count,polymarket_better_share,mean_polymarket_brier,mean_poll_derived_brier,mean_loss_advantage,aggregate_mean_supports_polymarket,majority_rows_support_polymarket,aggregate_mean_supports_poll_derived,majority_rows_support_poll_derived,row_unit,limitation
late_low_middle_poll_distance,state_month,Pennsylvania|2024-09,Pennsylvania,2024-09,,61-90 days,,Low distance,12,12,0,0,1.0,0.22122083333333323,0.32740854442130124,0.10618771108796801,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_month,Texas|2024-09,Texas,2024-09,,0-60 days,,Middle distance,3,3,0,0,1.0,0.017016666666666635,0.0300035441955712,0.012986877528904567,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_month,Wisconsin|2024-08,Wisconsin,2024-08,,61-90 days,,Low distance,25,25,0,0,1.0,0.32080099999999995,0.5548264594106138,0.23402545941061387,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_month,Wisconsin|2024-09,Wisconsin,2024-09,,61-90 days,,Middle distance,12,12,0,0,1.0,0.3230749999999999,0.5396334608535491,0.21655846085354924,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Arizona|0_60_days,Arizona,,0_60_days,0-60 days,,Low distance,7,7,0,0,1.0,0.14347142857142856,0.20353178277861517,0.06006035420718661,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Arizona|61_90_days,Arizona,,61_90_days,61-90 days,,Low distance,30,29,1,0,0.9666666666666667,0.20877833333333334,0.29694795693614645,0.08816962360281311,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Florida|0_60_days,Florida,,0_60_days,0-60 days,,Middle distance,7,7,0,0,1.0,0.023442857142857147,0.03670677351780307,0.013263916374945922,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Florida|61_90_days,Florida,,61_90_days,61-90 days,,Middle distance,24,14,10,0,0.5833333333333334,0.02856770833333333,0.03337288098664105,0.004805172653307717,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Georgia|0_60_days,Georgia,,0_60_days,0-60 days,,Low distance,7,7,0,0,1.0,0.16347142857142857,0.23966882145762858,0.0761973928862,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Georgia|61_90_days,Georgia,,61_90_days,61-90 days,,Low distance,30,25,5,0,0.8333333333333334,0.18051666666666666,0.23081782494614153,0.05030115827947487,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Michigan|0_60_days,Michigan,,0_60_days,0-60 days,,Low distance,7,7,0,0,1.0,0.3105714285714285,0.4298433309301349,0.11927190235870638,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Michigan|61_90_days,Michigan,,61_90_days,61-90 days,,Low distance,30,30,0,0,1.0,0.38723333333333343,0.5165466750628251,0.12931334172949172,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Nevada|0_60_days,Nevada,,0_60_days,0-60 days,,Low distance,7,7,0,0,1.0,0.22036071428571422,0.282871624650094,0.06251091036437981,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Nevada|61_90_days,Nevada,,61_90_days,61-90 days,,Low distance,27,20,7,0,0.7407407407407407,0.24546203703703698,0.2901639140513382,0.0447018770143012,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,North Carolina|0_60_days,North Carolina,,0_60_days,0-60 days,,Low distance,7,7,0,0,1.0,0.1567392857142857,0.2395649019607177,0.082825616246432,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,North Carolina|61_90_days,North Carolina,,61_90_days,61-90 days,,Low distance,25,25,0,0,1.0,0.156183,0.22416265759622955,0.06797965759622956,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Pennsylvania|0_60_days,Pennsylvania,,0_60_days,0-60 days,,Low distance,7,7,0,0,1.0,0.20978928571428562,0.3171325902970151,0.1073433045827295,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Pennsylvania|61_90_days,Pennsylvania,,61_90_days,61-90 days,,Low distance,30,30,0,0,1.0,0.26849249999999997,0.38144250368902183,0.11295000368902186,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Texas|0_60_days,Texas,,0_60_days,0-60 days,,Middle distance,3,3,0,0,1.0,0.017016666666666635,0.0300035441955712,0.012986877528904567,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Wisconsin|0_60_days,Wisconsin,,0_60_days,0-60 days,,Middle distance,7,7,0,0,1.0,0.32419642857142844,0.5242681845788438,0.2000717560074154,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,state_horizon,Wisconsin|61_90_days,Wisconsin,,61_90_days,61-90 days,,Low distance,30,30,0,0,1.0,0.3209183333333332,0.5558795241152008,0.2349611907818676,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,horizon_tier,0_60_days|low_distance_tercile,,,0_60_days,0-60 days,low_distance_tercile,Low distance,42,42,0,0,1.0,0.20073392857142855,0.2854355086790343,0.08470158010760573,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,horizon_tier,0_60_days|middle_distance_tercile,,,0_60_days,0-60 days,middle_distance_tercile,Middle distance,17,17,0,0,1.0,0.14614852941176468,0.23628443172136723,0.09013590230960256,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,horizon_tier,61_90_days|low_distance_tercile,,,61_90_days,61-90 days,low_distance_tercile,Low distance,156,143,13,0,0.9166666666666666,0.2239822115384615,0.3010188309347195,0.07703661939625797,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
late_low_middle_poll_distance,horizon_tier,61_90_days|middle_distance_tercile,,,61_90_days,61-90 days,middle_distance_tercile,Middle distance,70,60,10,0,0.8571428571428571,0.24649464285714287,0.3818505454233584,0.13535590256621552,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,Arizona,Arizona,,,181+ days,,Middle distance,180,36,144,0,0.2,0.1845911111111111,0.08802200664271657,-0.09656910446839452,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,California,California,,,181+ days,,High distance,68,0,68,0,0.0,0.004450588235294116,2.433266703921045e-10,-0.0044505879919674455,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,Florida,Florida,,,181+ days,,High distance,126,21,105,0,0.16666666666666666,0.013205158730158666,0.008874943975761131,-0.004330214754397535,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,Georgia,Georgia,,,181+ days,,High distance,182,39,143,0,0.21428571428571427,0.1479146978021978,0.06563911115498483,-0.08227558664721296,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,Michigan,Michigan,,,181+ days,,Middle distance,185,52,133,0,0.2810810810810811,0.30012675675675676,0.22652791806917963,-0.07359883868757713,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,Minnesota,Minnesota,,,151-180 days,,Middle distance,75,47,28,0,0.6266666666666667,0.04943399999999998,0.08851098519426596,0.03907698519426599,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,Nevada,Nevada,,,181+ days,,High distance,171,27,144,0,0.15789473684210525,0.21253187134502924,0.07378681382093126,-0.138745057524098,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,New Hampshire,New Hampshire,,,61-90 days,,High distance,23,0,23,0,0.0,0.03349782608695652,0.0053119904938169,-0.02818583559313962,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,New York,New York,,,121-150 days,,High distance,29,0,29,0,0.0,0.006151724137931034,0.000665707973122966,-0.005486016164808068,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,North Carolina,North Carolina,,,181+ days,,High distance,168,32,136,0,0.19047619047619047,0.08856681547619044,0.05115493325007946,-0.037411882226110985,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,Ohio,Ohio,,,181+ days,,High distance,33,0,33,0,0.0,0.010443181818181716,0.0003377969565458186,-0.010105384861635898,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,Pennsylvania,Pennsylvania,,,181+ days,,Middle distance,182,39,143,0,0.21428571428571427,0.26582513736263735,0.17940665874637335,-0.086418478616264,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,Texas,Texas,,,181+ days,,High distance,108,3,105,0,0.027777777777777776,0.013329629629629566,0.002518777376441941,-0.010810852253187626,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,Virginia,Virginia,,,91-120 days,,Low distance,11,7,4,0,0.6363636363636364,0.12137727272727274,0.11056290524991243,-0.01081436747736031,False,True,True,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state,Wisconsin,Wisconsin,,,181+ days,,Middle distance,179,57,122,0,0.31843575418994413,0.2753650837988826,0.2430922628972007,-0.032272820901681876,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Arizona|2024-03,Arizona,2024-03,,181+ days,,Middle distance,25,0,25,0,0.0,0.19802499999999987,0.018270256755503603,-0.17975474324449625,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Arizona|2024-04,Arizona,2024-04,,181+ days,,Middle distance,30,0,30,0,0.0,0.23666333333333328,0.0321868076095503,-0.204476525723783,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Arizona|2024-05,Arizona,2024-05,,181+ days,,Middle distance,31,0,31,0,0.0,0.21287096774193548,0.05228312891195527,-0.1605878388299802,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Arizona|2024-06,Arizona,2024-06,,151-180 days,,Middle distance,30,0,30,0,0.0,0.15908666666666665,0.0412735691765383,-0.11781309749012836,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Arizona|2024-07,Arizona,2024-07,,121-150 days,,Middle distance,21,0,21,0,0.0,0.07741428571428571,0.024921181258642077,-0.05249310445564363,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Arizona|2024-08,Arizona,2024-08,,91-120 days,,Low distance,31,24,7,0,0.7741935483870968,0.20294758064516125,0.27026030768500087,0.06731272703983962,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Arizona|2024-09,Arizona,2024-09,,61-90 days,,Low distance,12,12,0,0,1.0,0.15726666666666667,0.2217668443568012,0.06450017769013452,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,California|2024-03,California,2024-03,,181+ days,,High distance,4,0,4,0,0.0,0.007225,2.2115963899731174e-09,-0.007224997788403609,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,California|2024-04,California,2024-04,,181+ days,,High distance,30,0,30,0,0.0,0.005576666666666668,1.7113343173848095e-10,-0.005576666495533236,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,California|2024-05,California,2024-05,,181+ days,,High distance,24,0,24,0,0.0,0.004225,1.0688775921167983e-10,-0.0042249998931122405,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,California|2024-09,California,2024-09,,61-90 days,,High distance,10,0,10,0,0.0,0.0005039999999999899,5.1885353588959826e-14,-0.0005039999999481046,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Florida|2024-04,Florida,2024-04,,181+ days,,High distance,13,0,13,0,0.0,0.019363461538461538,0.0003333380026600692,-0.01903012353580147,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Florida|2024-05,Florida,2024-05,,181+ days,,High distance,31,0,31,0,0.0,0.008956451612903144,0.0002813888077340515,-0.008675062805169092,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Florida|2024-06,Florida,2024-06,,151-180 days,,High distance,30,0,30,0,0.0,0.005600833333333235,0.0011006323763428022,-0.004500200956990432,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Florida|2024-07,Florida,2024-07,,121-150 days,,High distance,21,0,21,0,0.0,0.005558333333333232,0.0006795697274892999,-0.004878763605843932,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Florida|2024-08,Florida,2024-08,,61-90 days,,Middle distance,19,13,6,0,0.6842105263157895,0.028731578947368414,0.035051367466900595,0.006319788519532181,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Florida|2024-09,Florida,2024-09,,61-90 days,,Middle distance,12,8,4,0,0.6666666666666666,0.025318749999999998,0.03266004803607463,0.007341298036074636,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Georgia|2024-03,Georgia,2024-03,,181+ days,,High distance,25,0,25,0,0.0,0.178447,0.00851801546171624,-0.16992898453828376,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Georgia|2024-04,Georgia,2024-04,,181+ days,,High distance,30,0,30,0,0.0,0.17866500000000002,0.01590696291161335,-0.16275803708838665,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Georgia|2024-05,Georgia,2024-05,,181+ days,,High distance,31,0,31,0,0.0,0.15296209677419345,0.012705196889719363,-0.1402568998844741,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Georgia|2024-06,Georgia,2024-06,,151-180 days,,Middle distance,30,0,30,0,0.0,0.11351166666666658,0.019043861074667063,-0.09446780559199952,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Georgia|2024-07,Georgia,2024-07,,121-150 days,,High distance,23,2,21,0,0.08695652173913043,0.0626739130434782,0.027106748825657355,-0.03556716421782085,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Georgia|2024-08,Georgia,2024-08,,91-120 days,,Low distance,31,25,6,0,0.8064516129032258,0.17623387096774185,0.21166282132911818,0.03542895036137633,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Georgia|2024-09,Georgia,2024-09,,61-90 days,,Low distance,12,12,0,0,1.0,0.17061875,0.2588316113584865,0.08821286135848647,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Michigan|2024-03,Michigan,2024-03,,181+ days,,Middle distance,24,0,24,0,0.0,0.2647979166666667,0.038336676872958,-0.2264612397937087,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Michigan|2024-04,Michigan,2024-04,,181+ days,,Middle distance,30,0,30,0,0.0,0.30503083333333325,0.08904731842175248,-0.21598351491158077,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Michigan|2024-05,Michigan,2024-05,,181+ days,,Low distance,31,0,31,0,0.0,0.30743145161290325,0.1801359512389781,-0.12729550037392515,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Michigan|2024-06,Michigan,2024-06,,151-180 days,,Low distance,30,0,30,0,0.0,0.30205666666666653,0.22335670985853798,-0.07869995680812855,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Michigan|2024-07,Michigan,2024-07,,121-150 days,,Low distance,27,9,18,0,0.3333333333333333,0.21400277777777776,0.18445237030254177,-0.02955040747523599,False,False,True,True,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Michigan|2024-08,Michigan,2024-08,,91-120 days,,Low distance,31,31,0,0,1.0,0.37693629032258075,0.5075051255781454,0.13056883525556467,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Michigan|2024-09,Michigan,2024-09,,61-90 days,,Low distance,12,12,0,0,1.0,0.33018333333333333,0.44319803082825593,0.1130146974949226,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
full_state_date_poll_panel,state_month,Minnesota|2024-05,Minnesota,2024-05,,151-180 days,,Middle distance,12,12,0,0,1.0,0.0306249999999999,0.08464267476441976,0.05401767476441986,True,True,False,False,aggregated_state_date_forecast_rows,"Aggregated units reduce repeated daily rows but remain one election context, not independent elections."
