source_id,source_label,source_family,source_artifact,case_id,state,outcome_value,polymarket_probability,comparator_probability,polymarket_brier,comparator_brier,loss_advantage,lower_loss_source,allowed_interpretation,limitation
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_arizona_rieke_republican,Arizona,1.0,0.795,0.6997,0.0420249999999999,0.09018009,0.0481550900000001,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_arkansas_rieke_republican,Arkansas,1.0,0.9955,0.9981,2.0249999999999537e-05,3.609999999999626e-06,-1.6639999999999912e-05,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_california_rieke_republican,California,0.0,0.0135,0.0,0.0001822499999999,0.0,-0.0001822499999999,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_colorado_rieke_republican,Colorado,0.0,0.036,0.0093000000000001,0.0012959999999999,8.649000000000367e-05,-0.0012095099999998964,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_connecticut_rieke_republican,Connecticut,0.0,0.016,0.0016,0.000256,2.5600000000001466e-06,-0.00025343999999999985,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_delaware_rieke_republican,Delaware,0.0,0.0155,0.0006,0.0002402499999999,3.60000000000054e-07,-0.00023988999999989994,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_florida_rieke_republican,Florida,1.0,0.955,0.9241000000000004,0.002025,0.0057608099999999,0.0037358099999999003,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_georgia_rieke_republican,Georgia,1.0,0.68,0.6712000000000007,0.1023999999999999,0.1081094399999995,0.005709439999999608,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_hawaii_rieke_republican,Hawaii,0.0,0.018,0.0,0.0003239999999999,0.0,-0.0003239999999999,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_idaho_rieke_republican,Idaho,1.0,0.9915,0.9956000000000002,7.224999999999918e-05,1.9359999999998663e-05,-5.289000000000052e-05,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_illinois_rieke_republican,Illinois,0.0,0.013,0.0196999999999998,0.000169,0.0003880899999999,0.0002190899999999,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_indiana_rieke_republican,Indiana,1.0,0.982,1.0,0.000324,0.0,-0.000324,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_iowa_rieke_republican,Iowa,1.0,0.845,0.8990000000000002,0.024025,0.0102009999999999,-0.013824000000000102,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_kansas_rieke_republican,Kansas,1.0,0.978,0.9391000000000002,0.000484,0.0037088099999999,0.0032248099999999,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_kentucky_rieke_republican,Kentucky,1.0,0.987,0.9984,0.000169,2.5600000000001466e-06,-0.00016643999999999985,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_louisiana_rieke_republican,Louisiana,1.0,0.986,0.9909,0.000196,8.280999999999793e-05,-0.00011319000000000207,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_maine_rieke_republican,Maine,0.0,0.09,0.027,0.0081,0.000729,-0.007370999999999999,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_maryland_rieke_republican,Maryland,0.0,0.0105,0.0,0.00011025,0.0,-0.00011025,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_massachusetts_rieke_republican,Massachusetts,0.0,0.0075,0.0,5.625e-05,0.0,-5.625e-05,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_michigan_rieke_republican,Michigan,1.0,0.395,0.4196000000000005,0.366025,0.3368641599999994,-0.029160840000000576,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_minnesota_rieke_republican,Minnesota,0.0,0.105,0.1104999999999998,0.0110249999999999,0.0122102499999999,0.0011852500000000005,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_mississippi_rieke_republican,Mississippi,1.0,0.982,0.9733,0.000324,0.0007128899999999,0.0003888899999999,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_missouri_rieke_republican,Missouri,1.0,0.981,0.9989,0.000361,1.2099999999997337e-06,-0.00035979000000000024,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_montana_rieke_republican,Montana,1.0,0.988,1.0,0.000144,0.0,-0.000144,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_nebraska_rieke_republican,Nebraska,1.0,0.9865,0.9999,0.0001822499999999,9.999999999997797e-09,-0.0001822399999999,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_nevada_rieke_republican,Nevada,1.0,0.625,0.5143000000000004,0.140625,0.2359044899999995,0.0952794899999995,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_new_hampshire_rieke_republican,New Hampshire,0.0,0.175,0.0733,0.0306249999999999,0.00537289,-0.025252109999999897,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_new_jersey_rieke_republican,New Jersey,0.0,0.0325,0.0013999999999999,0.00105625,1.959999999999879e-06,-0.00105429,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_new_mexico_rieke_republican,New Mexico,0.0,0.095,0.0725,0.009025,0.00525625,-0.0037687500000000004,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_new_york_rieke_republican,New York,0.0,0.0175,0.0,0.00030625,0.0,-0.00030625,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_north_carolina_rieke_republican,North Carolina,1.0,0.695,0.6564999999999994,0.093025,0.1179922500000004,0.0249672500000004,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_north_dakota_rieke_republican,North Dakota,1.0,0.991,1.0,8.100000000000014e-05,0.0,-8.100000000000014e-05,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_ohio_rieke_republican,Ohio,1.0,0.925,0.9832,0.0056249999999999,0.00028224,-0.0053427599999999,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_oklahoma_rieke_republican,Oklahoma,1.0,0.991,0.998,8.100000000000014e-05,4.000000000000008e-06,-7.700000000000014e-05,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_oregon_rieke_republican,Oregon,0.0,0.016,0.0325999999999999,0.000256,0.0010627599999999,0.0008067599999999002,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_pennsylvania_rieke_republican,Pennsylvania,1.0,0.595,0.5312000000000008,0.164025,0.2197734399999992,0.055748439999999205,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_rhode_island_rieke_republican,Rhode Island,0.0,0.012,0.0,0.000144,0.0,-0.000144,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_south_carolina_rieke_republican,South Carolina,1.0,0.971,0.994,0.000841,3.5999999999998734e-05,-0.0008050000000000012,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_south_dakota_rieke_republican,South Dakota,1.0,0.986,1.0,0.000196,0.0,-0.000196,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_tennessee_rieke_republican,Tennessee,1.0,0.9835,1.0,0.0002722499999999,0.0,-0.0002722499999999,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_texas_rieke_republican,Texas,1.0,0.95,0.9527,0.0025,0.00223729,-0.0002627100000000002,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_utah_rieke_republican,Utah,1.0,0.983,1.0,0.000289,0.0,-0.000289,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_vermont_rieke_republican,Vermont,0.0,0.0085,0.0,7.225000000000001e-05,0.0,-7.225000000000001e-05,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_virginia_rieke_republican,Virginia,0.0,0.11,0.0675,0.0121,0.00455625,-0.007543749999999999,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_washington_rieke_republican,Washington,0.0,0.012,0.0,0.000144,0.0,-0.000144,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_west_virginia_rieke_republican,West Virginia,1.0,0.99,1.0,0.0001,0.0,-0.0001,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_wisconsin_rieke_republican,Wisconsin,1.0,0.465,0.4370999999999994,0.2862249999999999,0.3168564100000007,0.030631410000000803,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
rieke_poll_model,Rieke poll model,poll_model_forecast,h1_rieke_state_forecast_cases.csv,us_2024_president_wyoming_rieke_republican,Wyoming,1.0,0.9925,1.0,5.624999999999927e-05,0.0,-5.624999999999927e-05,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
two_seventy_jhk_model,270toWin/JHK model,poll_model_forecast,h1_270towin_state_forecast_cases.csv,us_2024_president_alabama_270towin_republican,Alabama,1.0,0.9875,0.999,0.0001562499999999,1.000000000000002e-06,-0.00015524999999990002,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
two_seventy_jhk_model,270toWin/JHK model,poll_model_forecast,h1_270towin_state_forecast_cases.csv,us_2024_president_alaska_270towin_republican,Alaska,1.0,0.955,0.982,0.002025,0.000324,-0.0017009999999999998,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
two_seventy_jhk_model,270toWin/JHK model,poll_model_forecast,h1_270towin_state_forecast_cases.csv,us_2024_president_arizona_270towin_republican,Arizona,1.0,0.795,0.693,0.0420249999999999,0.094249,0.0522240000000001,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
two_seventy_jhk_model,270toWin/JHK model,poll_model_forecast,h1_270towin_state_forecast_cases.csv,us_2024_president_arkansas_270towin_republican,Arkansas,1.0,0.9955,0.999,2.0249999999999537e-05,1.000000000000002e-06,-1.9249999999999536e-05,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
two_seventy_jhk_model,270toWin/JHK model,poll_model_forecast,h1_270towin_state_forecast_cases.csv,us_2024_president_california_270towin_republican,California,0.0,0.0135,0.001,0.0001822499999999,1e-06,-0.0001812499999999,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
two_seventy_jhk_model,270toWin/JHK model,poll_model_forecast,h1_270towin_state_forecast_cases.csv,us_2024_president_colorado_270towin_republican,Colorado,0.0,0.036,0.024,0.0012959999999999,0.000576,-0.0007199999999999001,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
two_seventy_jhk_model,270toWin/JHK model,poll_model_forecast,h1_270towin_state_forecast_cases.csv,us_2024_president_connecticut_270towin_republican,Connecticut,0.0,0.016,0.001,0.000256,1e-06,-0.00025499999999999996,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
two_seventy_jhk_model,270toWin/JHK model,poll_model_forecast,h1_270towin_state_forecast_cases.csv,us_2024_president_delaware_270towin_republican,Delaware,0.0,0.0155,0.01,0.0002402499999999,0.0001,-0.0001402499999999,comparator,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
two_seventy_jhk_model,270toWin/JHK model,poll_model_forecast,h1_270towin_state_forecast_cases.csv,us_2024_president_florida_270towin_republican,Florida,1.0,0.955,0.909,0.002025,0.0082809999999999,0.0062559999999999,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
two_seventy_jhk_model,270toWin/JHK model,poll_model_forecast,h1_270towin_state_forecast_cases.csv,us_2024_president_georgia_270towin_republican,Georgia,1.0,0.68,0.635,0.1023999999999999,0.1332249999999999,0.030825000000000005,polymarket,Cross-source state-level lower-loss diagnostic for existing H1 Polymarket-vs-traditional comparison artifacts.,Rows reuse one 2024 presidential election context and source outputs are not independent elections.
