candidate_id,candidate_type,reference_case_id,reference_case_type,similarity_score,matched_pattern_count,reference_pattern_count,candidate_pattern_count,matched_patterns,missing_reference_patterns,extra_candidate_patterns,match_label,claim_scope,requires_human_review,allowed_interpretation,limitation
monitor_candidate_20260522_214500_9a6abaddeae0,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,2,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",large_trade_flow,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260522_215000_ac5932fae4cc,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.5,1,2,2,large_trade_flow,market_concentration,same_theme_repeated_positions,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260522_215000_ac5932fae4cc,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,2,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",large_trade_flow,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260522_220000_997f5287203d,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.5,1,2,2,market_concentration,large_trade_flow,same_theme_repeated_positions,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260522_220000_997f5287203d,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.333333,2,6,2,"market_concentration,same_theme_repeated_positions","cluster_link_reported,event_proximity,high_reported_win_rate,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260522_220500_07a19a12b63b,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.5,1,2,2,large_trade_flow,market_concentration,same_theme_repeated_positions,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260522_220500_07a19a12b63b,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,2,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",large_trade_flow,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260522_221000_f0f7ebf8e213,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.5,1,2,2,large_trade_flow,market_concentration,same_theme_repeated_positions,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260522_221000_f0f7ebf8e213,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,2,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",large_trade_flow,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260523_192500_71cd3b4e784b,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.5,1,2,2,market_concentration,large_trade_flow,same_theme_repeated_positions,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260523_192500_71cd3b4e784b,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.333333,2,6,2,"market_concentration,same_theme_repeated_positions","cluster_link_reported,event_proximity,high_reported_win_rate,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260711_043000_c4915e2197ca,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260711_043000_c4915e2197ca,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260712_043000_99ab9e8ce0da,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260712_043000_99ab9e8ce0da,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260712_043000_ca862e76e221,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260712_043000_ca862e76e221,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260713_043000_5b68f4fe078f,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260713_043000_5b68f4fe078f,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260716_043000_2a51690b697d,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260716_043000_2a51690b697d,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260720_043000_b781d9823e21,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260720_043000_b781d9823e21,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260721_043000_c2eb7db7da29,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260721_043000_c2eb7db7da29,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260722_043000_41bdb9feb2bb,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260722_043000_41bdb9feb2bb,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260724_043000_11dc0d761c87,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260724_043000_11dc0d761c87,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260727_043000_8370a92c479b,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260727_043000_8370a92c479b,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260727_043000_ed20f2a92b8b,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260727_043000_ed20f2a92b8b,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260728_043000_02e0fb9c95e9,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260728_043000_02e0fb9c95e9,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260728_043000_da46df079491,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260728_043000_da46df079491,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260805_043000_d48030f45d05,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260805_043000_d48030f45d05,monitor_alert_candidate,iran_cluster_2026_bubblemaps_reported,reported_cluster,0.166667,1,6,1,same_theme_repeated_positions,"cluster_link_reported,event_proximity,high_reported_win_rate,market_concentration,shared_funding_reported",,partial_reference_overlap,reference_pattern_similarity_only,True,Candidate shares some neutral labels with the reference case; use as a review cue only.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
monitor_candidate_20260806_154000_c13f9c14cf3e,monitor_alert_candidate,adriancronauer_large_iran_flow_2026_05_14,large_flow_reference,0.0,0,2,1,,"large_trade_flow,market_concentration",same_theme_repeated_positions,no_reference_overlap,reference_pattern_similarity_only,True,No triggered reference labels overlap in the current feature set.,Equal-weight label overlap from curated reference-pattern features; not a probability or misconduct finding.
