scope_id,scope_label,unit_type,unit_label,unit_id,state,forecast_month,horizon_bin,horizon_label,competitiveness_tier,competitiveness_label,row_count,polymarket_lower_loss_count,poll_derived_lower_loss_count,tie_count,polymarket_lower_loss_share,mean_polymarket_brier,mean_poll_derived_brier,mean_loss_advantage,aggregate_mean_supports_polymarket,aggregate_mean_supports_poll_derived,majority_rows_support_polymarket,majority_rows_support_poll_derived,row_unit,limitation
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Michigan|2024-07,Michigan,2024-07,,91-120 days,,Low distance,20,8,12,0,0.4,0.21478124999999998,0.20386004775508754,-0.010921202244912442,False,True,False,True,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Michigan|2024-08,Michigan,2024-08,,91-120 days,,Low distance,31,31,0,0,1.0,0.37693629032258075,0.5075051255781454,0.13056883525556467,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Michigan|2024-09,Michigan,2024-09,,61-90 days,,Low distance,12,12,0,0,1.0,0.33018333333333333,0.44319803082825593,0.1130146974949226,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Minnesota|2024-07,Minnesota,2024-07,,91-120 days,,Low distance,14,11,3,0,0.7857142857142857,0.12946607142857142,0.18678735510325475,0.05732128367468334,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Nevada|2024-07,Nevada,2024-07,,91-120 days,,Middle distance,14,0,14,0,0.0,0.07248928571428569,0.022302444684082396,-0.050186841030203294,False,True,False,True,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Nevada|2024-08,Nevada,2024-08,,61-90 days,,Low distance,22,15,7,0,0.6818181818181818,0.24600909090909084,0.2854570735600755,0.03944798265098465,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Nevada|2024-09,Nevada,2024-09,,61-90 days,,Low distance,12,12,0,0,1.0,0.22981666666666659,0.29453928613459396,0.06472261946792737,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,North Carolina|2024-07,North Carolina,2024-07,,91-120 days,,Middle distance,3,0,3,0,0.0,0.045549999999999896,0.012675197477393532,-0.03287480252260636,False,True,False,True,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,North Carolina|2024-08,North Carolina,2024-08,,61-90 days,,Low distance,20,20,0,0,1.0,0.15661250000000002,0.22718867302770565,0.07057617302770564,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,North Carolina|2024-09,North Carolina,2024-09,,61-90 days,,Low distance,12,12,0,0,1.0,0.15579166666666666,0.22810394108972076,0.0723122744230541,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Pennsylvania|2024-07,Pennsylvania,2024-07,,91-120 days,,Middle distance,16,1,15,0,0.0625,0.17339218749999996,0.08553600205333231,-0.08785618544666765,False,True,False,True,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Pennsylvania|2024-08,Pennsylvania,2024-08,,91-120 days,,Low distance,31,26,5,0,0.8387096774193549,0.2852241935483871,0.3736400995733221,0.08841590602493504,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Pennsylvania|2024-09,Pennsylvania,2024-09,,61-90 days,,Low distance,12,12,0,0,1.0,0.22122083333333323,0.32740854442130124,0.10618771108796801,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Texas|2024-09,Texas,2024-09,,0-60 days,,Middle distance,3,3,0,0,1.0,0.017016666666666635,0.0300035441955712,0.012986877528904567,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Virginia|2024-07,Virginia,2024-07,,91-120 days,,Low distance,11,7,4,0,0.6363636363636364,0.12137727272727274,0.11056290524991243,-0.01081436747736031,False,True,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Wisconsin|2024-07,Wisconsin,2024-07,,91-120 days,,Low distance,14,4,10,0,0.2857142857142857,0.17088571428571428,0.1384659055441952,-0.03241980874151909,False,True,False,True,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Wisconsin|2024-08,Wisconsin,2024-08,,91-120 days,,Low distance,31,31,0,0,1.0,0.30286612903225796,0.5205322868575116,0.21766615782525367,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_month,State-month,Wisconsin|2024-09,Wisconsin,2024-09,,61-90 days,,Middle distance,12,12,0,0,1.0,0.3230749999999999,0.5396334608535491,0.21655846085354924,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Arizona|0_60_days,Arizona,,0_60_days,0-60 days,,Low distance,7,7,0,0,1.0,0.14347142857142856,0.20353178277861517,0.06006035420718661,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Arizona|61_90_days,Arizona,,61_90_days,61-90 days,,Low distance,30,29,1,0,0.9666666666666667,0.20877833333333334,0.29694795693614645,0.08816962360281311,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Arizona|91_120_days,Arizona,,91_120_days,91-120 days,,Middle distance,20,0,20,0,0.0,0.09801000000000001,0.055205508250851756,-0.04280449174914826,False,True,False,True,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Florida|0_60_days,Florida,,0_60_days,0-60 days,,Middle distance,7,7,0,0,1.0,0.023442857142857147,0.03670677351780307,0.013263916374945922,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Florida|61_90_days,Florida,,61_90_days,61-90 days,,Middle distance,24,14,10,0,0.5833333333333334,0.02856770833333333,0.03337288098664105,0.004805172653307717,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Georgia|0_60_days,Georgia,,0_60_days,0-60 days,,Low distance,7,7,0,0,1.0,0.16347142857142857,0.23966882145762858,0.0761973928862,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Georgia|61_90_days,Georgia,,61_90_days,61-90 days,,Low distance,30,25,5,0,0.8333333333333334,0.18051666666666666,0.23081782494614153,0.05030115827947487,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Georgia|91_120_days,Georgia,,91_120_days,91-120 days,,Middle distance,18,7,11,0,0.3888888888888889,0.10053888888888886,0.08835632458414036,-0.012182564304748497,False,True,False,True,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Michigan|0_60_days,Michigan,,0_60_days,0-60 days,,Low distance,7,7,0,0,1.0,0.3105714285714285,0.4298433309301349,0.11927190235870638,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Michigan|61_90_days,Michigan,,61_90_days,61-90 days,,Low distance,30,30,0,0,1.0,0.38723333333333343,0.5165466750628251,0.12931334172949172,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Michigan|91_120_days,Michigan,,91_120_days,91-120 days,,Low distance,26,14,12,0,0.5384615384615384,0.23660961538461533,0.25472817882952425,0.01811856344490892,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Minnesota|91_120_days,Minnesota,,91_120_days,91-120 days,,Low distance,14,11,3,0,0.7857142857142857,0.12946607142857142,0.18678735510325475,0.05732128367468334,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Nevada|0_60_days,Nevada,,0_60_days,0-60 days,,Low distance,7,7,0,0,1.0,0.22036071428571422,0.282871624650094,0.06251091036437981,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Nevada|61_90_days,Nevada,,61_90_days,61-90 days,,Low distance,27,20,7,0,0.7407407407407407,0.24546203703703698,0.2901639140513382,0.0447018770143012,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Nevada|91_120_days,Nevada,,91_120_days,91-120 days,,Middle distance,14,0,14,0,0.0,0.07248928571428569,0.022302444684082396,-0.050186841030203294,False,True,False,True,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,North Carolina|0_60_days,North Carolina,,0_60_days,0-60 days,,Low distance,7,7,0,0,1.0,0.1567392857142857,0.2395649019607177,0.082825616246432,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,North Carolina|61_90_days,North Carolina,,61_90_days,61-90 days,,Low distance,25,25,0,0,1.0,0.156183,0.22416265759622955,0.06797965759622956,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,North Carolina|91_120_days,North Carolina,,91_120_days,91-120 days,,Middle distance,3,0,3,0,0.0,0.045549999999999896,0.012675197477393532,-0.03287480252260636,False,True,False,True,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Pennsylvania|0_60_days,Pennsylvania,,0_60_days,0-60 days,,Low distance,7,7,0,0,1.0,0.20978928571428562,0.3171325902970151,0.1073433045827295,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Pennsylvania|61_90_days,Pennsylvania,,61_90_days,61-90 days,,Low distance,30,30,0,0,1.0,0.26849249999999997,0.38144250368902183,0.11295000368902186,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Pennsylvania|91_120_days,Pennsylvania,,91_120_days,91-120 days,,Middle distance,22,2,20,0,0.09090909090909091,0.2157988636363636,0.14623265499691618,-0.06956620863944743,False,True,False,True,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Texas|0_60_days,Texas,,0_60_days,0-60 days,,Middle distance,3,3,0,0,1.0,0.017016666666666635,0.0300035441955712,0.012986877528904567,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Virginia|91_120_days,Virginia,,91_120_days,91-120 days,,Low distance,11,7,4,0,0.6363636363636364,0.12137727272727274,0.11056290524991243,-0.01081436747736031,False,True,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Wisconsin|0_60_days,Wisconsin,,0_60_days,0-60 days,,Middle distance,7,7,0,0,1.0,0.32419642857142844,0.5242681845788438,0.2000717560074154,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Wisconsin|61_90_days,Wisconsin,,61_90_days,61-90 days,,Low distance,30,30,0,0,1.0,0.3209183333333332,0.5558795241152008,0.2349611907818676,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,state_horizon,State-horizon,Wisconsin|91_120_days,Wisconsin,,91_120_days,91-120 days,,Low distance,20,10,10,0,0.5,0.18806124999999993,0.2102181042468124,0.022156854246812463,True,False,False,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,horizon_tier,Horizon-tier,0_60_days|low_distance_tercile,,,0_60_days,0-60 days,low_distance_tercile,Low distance,42,42,0,0,1.0,0.20073392857142855,0.2854355086790343,0.08470158010760573,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,horizon_tier,Horizon-tier,0_60_days|middle_distance_tercile,,,0_60_days,0-60 days,middle_distance_tercile,Middle distance,17,17,0,0,1.0,0.14614852941176468,0.23628443172136723,0.09013590230960256,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,horizon_tier,Horizon-tier,61_90_days|low_distance_tercile,,,61_90_days,61-90 days,low_distance_tercile,Low distance,156,143,13,0,0.9166666666666666,0.2239822115384615,0.3010188309347195,0.07703661939625797,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,horizon_tier,Horizon-tier,61_90_days|middle_distance_tercile,,,61_90_days,61-90 days,middle_distance_tercile,Middle distance,70,60,10,0,0.8571428571428571,0.24649464285714287,0.3818505454233584,0.13535590256621552,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,horizon_tier,Horizon-tier,91_120_days|low_distance_tercile,,,91_120_days,91-120 days,low_distance_tercile,Low distance,88,51,37,0,0.5795454545454546,0.1908786931818182,0.21274758458269272,0.02186889140087453,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
largest_robust_lte120_low_middle,<=120 days + low/middle poll distance,horizon_tier,Horizon-tier,91_120_days|middle_distance_tercile,,,91_120_days,91-120 days,middle_distance_tercile,Middle distance,60,0,60,0,0.0,0.0988733333333333,0.03664374093157628,-0.06222959240175702,False,True,False,True,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
strongest_robust_lte90_low_middle,<=90 days + low/middle poll distance,state,State,Arizona,Arizona,,,61-90 days,,Low distance,37,36,1,0,0.972972972972973,0.1964229729729729,0.27927462669012704,0.08285165371715414,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
strongest_robust_lte90_low_middle,<=90 days + low/middle poll distance,state,State,Florida,Florida,,,61-90 days,,Middle distance,31,21,10,0,0.6774193548387096,0.027410483870967735,0.0341256954291615,0.006715211558193768,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
strongest_robust_lte90_low_middle,<=90 days + low/middle poll distance,state,State,Georgia,Georgia,,,61-90 days,,Low distance,37,32,5,0,0.8648648648648649,0.17729189189189185,0.23249233779966616,0.055200445907774315,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
strongest_robust_lte90_low_middle,<=90 days + low/middle poll distance,state,State,Michigan,Michigan,,,61-90 days,,Low distance,37,37,0,0,1.0,0.3727297297297297,0.5001433396863701,0.12741360995664047,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
strongest_robust_lte90_low_middle,<=90 days + low/middle poll distance,state,State,Nevada,Nevada,,,61-90 days,,Low distance,34,27,7,0,0.7941176470588235,0.2402941176470587,0.28866256035108195,0.04836844270402324,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
strongest_robust_lte90_low_middle,<=90 days + low/middle poll distance,state,State,North Carolina,North Carolina,,,61-90 days,,Low distance,32,32,0,0,1.0,0.15630468749999998,0.22753189855096131,0.07122721105096133,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
strongest_robust_lte90_low_middle,<=90 days + low/middle poll distance,state,State,Pennsylvania,Pennsylvania,,,61-90 days,,Low distance,37,37,0,0,1.0,0.25738648648648643,0.3692757633175612,0.11188927683107475,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
strongest_robust_lte90_low_middle,<=90 days + low/middle poll distance,state,State,Texas,Texas,,,0-60 days,,Middle distance,3,3,0,0,1.0,0.017016666666666635,0.0300035441955712,0.012986877528904567,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
strongest_robust_lte90_low_middle,<=90 days + low/middle poll distance,state,State,Wisconsin,Wisconsin,,,61-90 days,,Low distance,37,37,0,0,1.0,0.3215385135135134,0.5498990004191333,0.22836048690561989,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
strongest_robust_lte90_low_middle,<=90 days + low/middle poll distance,state_month,State-month,Arizona|2024-08,Arizona,2024-08,,61-90 days,,Low distance,25,24,1,0,0.96,0.21521799999999996,0.30687836221012343,0.09166036221012347,True,False,True,False,aggregated_state_date_forecast_rows,"Aggregated unit reduces repeated daily rows but remains one election context, not an independent election."
