scenario_type,scenario_id,removed_state_count,removed_states,remaining_state_count,mean_loss_advantage,supports_polymarket_mean,allowed_interpretation,limitation
leave_one_state_out,without_new_jersey,1,New Jersey,42,0.012494889641079886,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_new_mexico,1,New Mexico,42,0.012427755596399108,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_new_york,1,New York,42,0.01247703439270617,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_north_carolina,1,North Carolina,42,0.010379444815272695,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_north_dakota,1,North Dakota,42,0.012471671557101644,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_ohio,1,Ohio,42,0.01258696249281385,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_oklahoma,1,Oklahoma,42,0.012471667928267467,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_oregon,1,Oregon,42,0.01247501675283759,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_pennsylvania,1,Pennsylvania,42,0.010318313590004345,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_rhode_island,1,Rhode Island,42,0.012473107259844159,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_south_carolina,1,South Carolina,42,0.012488554368332537,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_south_dakota,1,South Dakota,42,0.012474409652339733,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_tennessee,1,Tennessee,42,0.012476225127890412,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_texas,1,Texas,42,0.012576914935227028,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_utah,1,Utah,42,0.01247662393805398,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_vermont,1,Vermont,42,0.012471463223768312,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_virginia,1,Virginia,42,0.01246105939983725,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_washington,1,Washington,42,0.012473171540371055,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_west_virginia,1,West Virginia,42,0.012472123938054025,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_wisconsin,1,Wisconsin,42,0.009498801293313323,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
leave_one_state_out,without_wyoming,1,Wyoming,42,0.012471082271387358,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_1,1,Wisconsin,42,0.009498801293313323,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_2,2,Wisconsin;Pennsylvania,41,0.007526576090270074,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_3,3,Wisconsin;Pennsylvania;North Carolina,40,0.005519927413606428,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_4,4,Wisconsin;Pennsylvania;North Carolina;Arizona,39,0.003894217998313416,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_5,5,Wisconsin;Pennsylvania;North Carolina;Arizona;Michigan,38,0.0023562361845510483,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_6,6,Wisconsin;Pennsylvania;North Carolina;Arizona;Michigan;Georgia,37,0.0011469700384652518,True,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_7,7,Wisconsin;Pennsylvania;North Carolina;Arizona;Michigan;Georgia;Nevada,36,-9.535732990138818e-05,False,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_8,8,Wisconsin;Pennsylvania;North Carolina;Arizona;Michigan;Georgia;Nevada;Kansas,35,-0.0007007629799422994,False,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_9,9,Wisconsin;Pennsylvania;North Carolina;Arizona;Michigan;Georgia;Nevada;Kansas;Florida,34,-0.0009579591144608904,False,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_10,10,Wisconsin;Pennsylvania;North Carolina;Arizona;Michigan;Georgia;Nevada;Kansas;Florida;New Mexico,33,-0.0010404266739750569,False,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_11,11,Wisconsin;Pennsylvania;North Carolina;Arizona;Michigan;Georgia;Nevada;Kansas;Florida;New Mexico;Iowa,32,-0.001115133676476871,False,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_12,12,Wisconsin;Pennsylvania;North Carolina;Arizona;Michigan;Georgia;Nevada;Kansas;Florida;New Mexico;Iowa;Virginia,31,-0.0011628705887859509,False,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
drop_top_positive_states,drop_top_13,13,Wisconsin;Pennsylvania;North Carolina;Arizona;Michigan;Georgia;Nevada;Kansas;Florida;New Mexico;Iowa;Virginia;Alaska,30,-0.0012062150880107795,False,Outlier robustness diagnostic for equal-weight direct poll state clusters.,Scenario rows reuse the same 2024 election context and are not new independent outcomes.
